"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track_name"
"100",0.752,0.719,6,-4.399,0,0.0285,0.264,7.96e-05,0.126,0.544,107.582,"audio_features","3pQYf90V5idOGrXzosm9rt","spotify:track:3pQYf90V5idOGrXzosm9rt","https://api.spotify.com/v1/tracks/3pQYf90V5idOGrXzosm9rt","https://api.spotify.com/v1/audio-analysis/3pQYf90V5idOGrXzosm9rt",235858,4,"Se Amerita"
"101",0.727,0.482,11,-6.193,1,0.115,0.933,0,0.388,0.487,74.93,"audio_features","6qoIFQfdmaQF9A1gb67tR7","spotify:track:6qoIFQfdmaQF9A1gb67tR7","https://api.spotify.com/v1/tracks/6qoIFQfdmaQF9A1gb67tR7","https://api.spotify.com/v1/audio-analysis/6qoIFQfdmaQF9A1gb67tR7",155947,4,"Ocean"
"102",0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,"audio_features","5W83ErFkO3aKAIS1WMi6u0","spotify:track:5W83ErFkO3aKAIS1WMi6u0","https://api.spotify.com/v1/tracks/5W83ErFkO3aKAIS1WMi6u0","https://api.spotify.com/v1/audio-analysis/5W83ErFkO3aKAIS1WMi6u0",258800,4,"Secreto"
"103",0.717,0.708,11,-4.395,1,0.19,0.511,0.00101,0.106,0.518,180.001,"audio_features","1beTDCe7sT7fzm8WIKXicz","spotify:track:1beTDCe7sT7fzm8WIKXicz","https://api.spotify.com/v1/tracks/1beTDCe7sT7fzm8WIKXicz","https://api.spotify.com/v1/audio-analysis/1beTDCe7sT7fzm8WIKXicz",189413,4,"Ay, DiOs Mío!"
"104",0.864,0.658,1,-4.105,0,0.154,0.204,0.000626,0.105,0.865,163.922,"audio_features","1WvrDdouh6C51In1SdATbq","spotify:track:1WvrDdouh6C51In1SdATbq","https://api.spotify.com/v1/tracks/1WvrDdouh6C51In1SdATbq","https://api.spotify.com/v1/audio-analysis/1WvrDdouh6C51In1SdATbq",178693,4,"BICHOTA"
"105",0.515,0.704,9,-5.25,0,0.206,0.767,0,0.415,0.885,91.246,"audio_features","0aZnyTWJNgdzYoOiaW8HKG","spotify:track:0aZnyTWJNgdzYoOiaW8HKG","https://api.spotify.com/v1/tracks/0aZnyTWJNgdzYoOiaW8HKG","https://api.spotify.com/v1/audio-analysis/0aZnyTWJNgdzYoOiaW8HKG",217213,3,"200 COPAS"
"106",0.405,0.565,1,-9.266,0,0.0372,0.38,0.0195,0.107,0.166,159.892,"audio_features","6G2xXQRSZlEzYsUEb3uvuR","spotify:track:6G2xXQRSZlEzYsUEb3uvuR","https://api.spotify.com/v1/tracks/6G2xXQRSZlEzYsUEb3uvuR","https://api.spotify.com/v1/audio-analysis/6G2xXQRSZlEzYsUEb3uvuR",214149,3,"Está Dañada"
"107",0.676,0.551,4,-8.386,0,0.0318,0.35,2.42e-05,0.137,0.301,81.47,"audio_features","6eaTOaQHqkjuNvoShsoXhT","spotify:track:6eaTOaQHqkjuNvoShsoXhT","https://api.spotify.com/v1/tracks/6eaTOaQHqkjuNvoShsoXhT","https://api.spotify.com/v1/audio-analysis/6eaTOaQHqkjuNvoShsoXhT",183435,3,"Esa Carita"
"108",0.424,0.589,10,-8.368,1,0.0384,0.558,1.1e-05,0.058,0.903,170.031,"audio_features","43kD7kP2cXd3uwBw9AoxmD","spotify:track:43kD7kP2cXd3uwBw9AoxmD","https://api.spotify.com/v1/tracks/43kD7kP2cXd3uwBw9AoxmD","https://api.spotify.com/v1/audio-analysis/43kD7kP2cXd3uwBw9AoxmD",209333,3,"Baraja de Oro"
"109",0.663,0.858,5,-2.821,1,0.0463,0.289,0,0.374,0.805,116.269,"audio_features","5iCcDXbsM7Sj0kP7h9g60b","spotify:track:5iCcDXbsM7Sj0kP7h9g60b","https://api.spotify.com/v1/tracks/5iCcDXbsM7Sj0kP7h9g60b","https://api.spotify.com/v1/audio-analysis/5iCcDXbsM7Sj0kP7h9g60b",159373,4,"Una Vez Más"
"110",0.779,0.619,9,-5.285,1,0.0348,0.379,0,0.182,0.92,120.012,"audio_features","05E5g4x7VLGiQlFN2drYHW","spotify:track:05E5g4x7VLGiQlFN2drYHW","https://api.spotify.com/v1/tracks/05E5g4x7VLGiQlFN2drYHW","https://api.spotify.com/v1/audio-analysis/05E5g4x7VLGiQlFN2drYHW",272227,4,"Te Amo (Para Siempre)"
"111",0.8,0.373,0,-6.189,1,0.0464,0.58,4.44e-06,0.176,0.957,141.264,"audio_features","41wLvVjHPmk9kVNd8OasbW","spotify:track:41wLvVjHPmk9kVNd8OasbW","https://api.spotify.com/v1/tracks/41wLvVjHPmk9kVNd8OasbW","https://api.spotify.com/v1/audio-analysis/41wLvVjHPmk9kVNd8OasbW",236920,3,"Vaciando Botellas"
"112",0.518,0.404,10,-6.003,1,0.0425,0.373,1.01e-05,0.0422,0.9,98.84,"audio_features","0u0BI9iLG7JzCr0x4eXXWw","spotify:track:0u0BI9iLG7JzCr0x4eXXWw","https://api.spotify.com/v1/tracks/0u0BI9iLG7JzCr0x4eXXWw","https://api.spotify.com/v1/audio-analysis/0u0BI9iLG7JzCr0x4eXXWw",200547,4,"Con El Alma Marchita"
"113",0.764,0.741,9,-3.617,1,0.101,0.239,0,0.107,0.802,170.081,"audio_features","19OXtYzrJyCrQvTbfukt4H","spotify:track:19OXtYzrJyCrQvTbfukt4H","https://api.spotify.com/v1/tracks/19OXtYzrJyCrQvTbfukt4H","https://api.spotify.com/v1/audio-analysis/19OXtYzrJyCrQvTbfukt4H",198570,4,"Madrid (feat. Myke Towers)"
"114",0.813,0.809,3,-5.382,0,0.0846,0.102,1.37e-06,0.377,0.646,93.005,"audio_features","1WedZeiezCmCEOzLwhx0hV","spotify:track:1WedZeiezCmCEOzLwhx0hV","https://api.spotify.com/v1/tracks/1WedZeiezCmCEOzLwhx0hV","https://api.spotify.com/v1/audio-analysis/1WedZeiezCmCEOzLwhx0hV",393280,4,"Poblado - Remix"
"115",0.68,0.613,11,-4.368,1,0.0818,0.758,0,0.161,0.609,100.127,"audio_features","0zlnHTHiBQ68ZCAmTw5ozm","spotify:track:0zlnHTHiBQ68ZCAmTw5ozm","https://api.spotify.com/v1/tracks/0zlnHTHiBQ68ZCAmTw5ozm","https://api.spotify.com/v1/audio-analysis/0zlnHTHiBQ68ZCAmTw5ozm",261603,4,"Algo Mágico"
"116",0.749,0.418,9,-7.925,0,0.0587,0.985,0.000126,0.0832,0.307,147.887,"audio_features","68QcquxCS39cQGTsRrJWIR","spotify:track:68QcquxCS39cQGTsRrJWIR","https://api.spotify.com/v1/tracks/68QcquxCS39cQGTsRrJWIR","https://api.spotify.com/v1/audio-analysis/68QcquxCS39cQGTsRrJWIR",153887,3,"Amorfoda"
"117",0.73,0.81,3,-8.643,1,0.0541,0.146,2.48e-06,0.356,0.839,122.389,"audio_features","3JGkx0qK6mh7O7qz9zCLXM","spotify:track:3JGkx0qK6mh7O7qz9zCLXM","https://api.spotify.com/v1/tracks/3JGkx0qK6mh7O7qz9zCLXM","https://api.spotify.com/v1/audio-analysis/3JGkx0qK6mh7O7qz9zCLXM",209160,4,"Cada Día Más - En Vivo"
"118",0.793,0.745,7,-4.579,1,0.0571,0.182,0.000189,0.293,0.716,94.979,"audio_features","2KcNrONbZ0hvBPjvrDO2tx","spotify:track:2KcNrONbZ0hvBPjvrDO2tx","https://api.spotify.com/v1/tracks/2KcNrONbZ0hvBPjvrDO2tx","https://api.spotify.com/v1/audio-analysis/2KcNrONbZ0hvBPjvrDO2tx",235411,4,"ALMAS GEMELAS"
"119",0.698,0.376,0,-5.667,1,0.0269,0.0715,0,0.235,0.851,105.008,"audio_features","29dncy6vuUex6UHLfhPQDa","spotify:track:29dncy6vuUex6UHLfhPQDa","https://api.spotify.com/v1/tracks/29dncy6vuUex6UHLfhPQDa","https://api.spotify.com/v1/audio-analysis/29dncy6vuUex6UHLfhPQDa",183467,3,"Se Me Olvidaba"
"120",0.568,0.291,2,-7.73,1,0.0268,0.857,1.63e-05,0.159,0.357,92.023,"audio_features","1RWLUiW3hxw9zW17XD5E0u","spotify:track:1RWLUiW3hxw9zW17XD5E0u","https://api.spotify.com/v1/tracks/1RWLUiW3hxw9zW17XD5E0u","https://api.spotify.com/v1/audio-analysis/1RWLUiW3hxw9zW17XD5E0u",261132,4,"Por Mujeres Como Tu"
"121",0.589,0.473,5,-6.126,1,0.0274,0.679,1.45e-06,0.14,0.722,92.647,"audio_features","1X7oprV22VfxGI50mXgdCi","spotify:track:1X7oprV22VfxGI50mXgdCi","https://api.spotify.com/v1/tracks/1X7oprV22VfxGI50mXgdCi","https://api.spotify.com/v1/audio-analysis/1X7oprV22VfxGI50mXgdCi",175896,3,"Nadie Es Eterno"
"122",0.668,0.621,10,-8.462,1,0.0403,0.689,0.0106,0.0848,0.965,101.947,"audio_features","5Z1ccgQSt9TJlsV6rDyMf1","spotify:track:5Z1ccgQSt9TJlsV6rDyMf1","https://api.spotify.com/v1/tracks/5Z1ccgQSt9TJlsV6rDyMf1","https://api.spotify.com/v1/audio-analysis/5Z1ccgQSt9TJlsV6rDyMf1",187482,4,"El Gavilancillo"
"123",0.817,0.775,10,-4.767,0,0.108,0.277,0,0.108,0.806,126.984,"audio_features","4wqzOaLxiCRy2Et8tRyNSX","spotify:track:4wqzOaLxiCRy2Et8tRyNSX","https://api.spotify.com/v1/tracks/4wqzOaLxiCRy2Et8tRyNSX","https://api.spotify.com/v1/audio-analysis/4wqzOaLxiCRy2Et8tRyNSX",234334,4,"The Thrill"
"124",0.651,0.726,8,-4.144,1,0.0539,0.382,0,0.0535,0.963,179.99,"audio_features","798ahLNEcoFER7Vywg1FMT","spotify:track:798ahLNEcoFER7Vywg1FMT","https://api.spotify.com/v1/tracks/798ahLNEcoFER7Vywg1FMT","https://api.spotify.com/v1/audio-analysis/798ahLNEcoFER7Vywg1FMT",156267,3,"A La Antigüita"
"125",0.616,0.732,1,-5.621,1,0.0326,0.00597,0,0.295,0.487,83.996,"audio_features","5eydRs5ldTpCFyjTEcpSE9","spotify:track:5eydRs5ldTpCFyjTEcpSE9","https://api.spotify.com/v1/tracks/5eydRs5ldTpCFyjTEcpSE9","https://api.spotify.com/v1/audio-analysis/5eydRs5ldTpCFyjTEcpSE9",198947,4,"Te Quiero"
"126",0.74,0.698,6,-3.838,0,0.0388,0.215,0,0.116,0.529,139.99,"audio_features","7alOsNr36sJ8CyOEP4aILq","spotify:track:7alOsNr36sJ8CyOEP4aILq","https://api.spotify.com/v1/tracks/7alOsNr36sJ8CyOEP4aILq","https://api.spotify.com/v1/audio-analysis/7alOsNr36sJ8CyOEP4aILq",270400,4,"ODIO"
"127",0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,"audio_features","2L95U6syP0bV3fkYYOzmiW","spotify:track:2L95U6syP0bV3fkYYOzmiW","https://api.spotify.com/v1/tracks/2L95U6syP0bV3fkYYOzmiW","https://api.spotify.com/v1/audio-analysis/2L95U6syP0bV3fkYYOzmiW",219000,4,"La Mamá de la Mamá"
"128",0.596,0.669,8,-5.688,1,0.218,0.368,0,0.12,0.815,81.16,"audio_features","3gluf5rb6ygO8CWo6HosQR","spotify:track:3gluf5rb6ygO8CWo6HosQR","https://api.spotify.com/v1/tracks/3gluf5rb6ygO8CWo6HosQR","https://api.spotify.com/v1/audio-analysis/3gluf5rb6ygO8CWo6HosQR",173043,4,"Pasos Firmes"
"129",0.802,0.45,4,-4.893,0,0.0316,0.331,0.0017,0.0935,0.777,125.985,"audio_features","0sfs8U4743dBlUKKxN7pye","spotify:track:0sfs8U4743dBlUKKxN7pye","https://api.spotify.com/v1/tracks/0sfs8U4743dBlUKKxN7pye","https://api.spotify.com/v1/audio-analysis/0sfs8U4743dBlUKKxN7pye",218093,4,"Mi Olvido"
"130",0.636,0.452,10,-5.326,1,0.0569,0.533,0,0.0922,0.955,169.794,"audio_features","71K1ZMlNRkjdiqXLRNIeUB","spotify:track:71K1ZMlNRkjdiqXLRNIeUB","https://api.spotify.com/v1/tracks/71K1ZMlNRkjdiqXLRNIeUB","https://api.spotify.com/v1/audio-analysis/71K1ZMlNRkjdiqXLRNIeUB",208693,3,"La Amistad No Cuesta"
"131",0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,"audio_features","1mCsF9Tw4AkIZOjvZbZZdT","spotify:track:1mCsF9Tw4AkIZOjvZbZZdT","https://api.spotify.com/v1/tracks/1mCsF9Tw4AkIZOjvZbZZdT","https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT",184480,4,"Break My Stride"
"132",0.436,0.4,0,-6.521,1,0.11,0.463,0,0.76,0.568,75.576,"audio_features","6HIIuuUIEzH1meVdGbMXyf","spotify:track:6HIIuuUIEzH1meVdGbMXyf","https://api.spotify.com/v1/tracks/6HIIuuUIEzH1meVdGbMXyf","https://api.spotify.com/v1/audio-analysis/6HIIuuUIEzH1meVdGbMXyf",189050,3,"Ya Supérame (En Vivo)"
"133",0.703,0.0828,7,-14.178,1,0.139,0.825,1.24e-05,0.13,0.57,125.879,"audio_features","4eOymg22XI5PrPr7BkPQiW","spotify:track:4eOymg22XI5PrPr7BkPQiW","https://api.spotify.com/v1/tracks/4eOymg22XI5PrPr7BkPQiW","https://api.spotify.com/v1/audio-analysis/4eOymg22XI5PrPr7BkPQiW",158853,4,"Into The Thick Of It!"
"134",0.596,0.573,2,-7.452,1,0.0285,0.192,0,0.0881,0.417,78.554,"audio_features","4MNfkZ8dtva3cjJ2biqnDS","spotify:track:4MNfkZ8dtva3cjJ2biqnDS","https://api.spotify.com/v1/tracks/4MNfkZ8dtva3cjJ2biqnDS","https://api.spotify.com/v1/audio-analysis/4MNfkZ8dtva3cjJ2biqnDS",175013,4,"Ven Porque Te Necesito"
"135",0.438,0.393,7,-7.714,1,0.0318,0.567,0.00735,0.13,0.685,159.743,"audio_features","7GFIRU9DfwqiLQaDDlyVp3","spotify:track:7GFIRU9DfwqiLQaDDlyVp3","https://api.spotify.com/v1/tracks/7GFIRU9DfwqiLQaDDlyVp3","https://api.spotify.com/v1/audio-analysis/7GFIRU9DfwqiLQaDDlyVp3",185014,3,"Descansa Mi Amor"
"136",0.942,0.596,10,-3.744,1,0.0573,0.428,5.65e-05,0.139,0.94,120.02,"audio_features","1gENMdlZqGQ3qaat7adxHJ","spotify:track:1gENMdlZqGQ3qaat7adxHJ","https://api.spotify.com/v1/tracks/1gENMdlZqGQ3qaat7adxHJ","https://api.spotify.com/v1/audio-analysis/1gENMdlZqGQ3qaat7adxHJ",156640,3,"Un Fin en Culiacán"
"137",0.452,0.523,5,-6.453,1,0.0625,0.563,0,0.233,0.363,173.85,"audio_features","4OyzSXRSadNQt5EMwASdap","spotify:track:4OyzSXRSadNQt5EMwASdap","https://api.spotify.com/v1/tracks/4OyzSXRSadNQt5EMwASdap","https://api.spotify.com/v1/audio-analysis/4OyzSXRSadNQt5EMwASdap",193827,3,"Todo Cambió"
"138",0.696,0.758,4,-6.076,1,0.0264,0.17,3.33e-05,0.189,0.859,129.943,"audio_features","3b1IQflSLrgzYQPGFzI9cl","spotify:track:3b1IQflSLrgzYQPGFzI9cl","https://api.spotify.com/v1/tracks/3b1IQflSLrgzYQPGFzI9cl","https://api.spotify.com/v1/audio-analysis/3b1IQflSLrgzYQPGFzI9cl",250693,4,"Es Por Ti"
"139",0.479,0.477,11,-6.886,1,0.0363,0.127,0,0.15,0.127,151.97,"audio_features","5kIcrM3QVD4BQPFMszQnU1","spotify:track:5kIcrM3QVD4BQPFMszQnU1","https://api.spotify.com/v1/tracks/5kIcrM3QVD4BQPFMszQnU1","https://api.spotify.com/v1/audio-analysis/5kIcrM3QVD4BQPFMszQnU1",288893,4,"¡Corre!"
"140",0.521,0.566,9,-7.441,1,0.0329,0.0747,0,0.244,0.654,149.855,"audio_features","1sJFu2pvYJhtEOo9oVe1TZ","spotify:track:1sJFu2pvYJhtEOo9oVe1TZ","https://api.spotify.com/v1/tracks/1sJFu2pvYJhtEOo9oVe1TZ","https://api.spotify.com/v1/audio-analysis/1sJFu2pvYJhtEOo9oVe1TZ",263667,4,"Me Enamoré de Ti"
"141",0.782,0.793,11,-5.865,0,0.045,0.442,0,0.295,0.969,102.001,"audio_features","3o3eHNNF5HDU3I0Jg25SGD","spotify:track:3o3eHNNF5HDU3I0Jg25SGD","https://api.spotify.com/v1/tracks/3o3eHNNF5HDU3I0Jg25SGD","https://api.spotify.com/v1/audio-analysis/3o3eHNNF5HDU3I0Jg25SGD",207693,4,"Na Na Na (Dulce Niña)"
"142",0.647,0.629,0,-8.041,1,0.0305,0.657,6.46e-05,0.0428,0.457,112.049,"audio_features","0tgjnOlps2Hc798rOYGpvi","spotify:track:0tgjnOlps2Hc798rOYGpvi","https://api.spotify.com/v1/tracks/0tgjnOlps2Hc798rOYGpvi","https://api.spotify.com/v1/audio-analysis/0tgjnOlps2Hc798rOYGpvi",332040,4,"Experiencia Religiosa"
"143",0.78,0.877,6,-3.683,0,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,"audio_features","1uKjQoh8JZj9ryuYRhpd7E","spotify:track:1uKjQoh8JZj9ryuYRhpd7E","https://api.spotify.com/v1/tracks/1uKjQoh8JZj9ryuYRhpd7E","https://api.spotify.com/v1/audio-analysis/1uKjQoh8JZj9ryuYRhpd7E",191973,4,"Ahora Te Puedes Marchar"
"144",0.747,0.716,6,-6.037,1,0.0694,0.295,0,0.0868,0.385,100.863,"audio_features","4JyacVQ1oCFXpnZkDuH5x4","spotify:track:4JyacVQ1oCFXpnZkDuH5x4","https://api.spotify.com/v1/tracks/4JyacVQ1oCFXpnZkDuH5x4","https://api.spotify.com/v1/audio-analysis/4JyacVQ1oCFXpnZkDuH5x4",271693,4,"Estoy Enamorado"
"145",0.676,0.91,9,-5.096,1,0.132,0.257,0,0.153,0.716,120.022,"audio_features","4u5xLMRN0dgKBFFN8FiNgv","spotify:track:4u5xLMRN0dgKBFFN8FiNgv","https://api.spotify.com/v1/tracks/4u5xLMRN0dgKBFFN8FiNgv","https://api.spotify.com/v1/audio-analysis/4u5xLMRN0dgKBFFN8FiNgv",216787,4,"Niña Bonita"
"146",0.821,0.819,1,-3.627,1,0.0272,0.0104,5.49e-05,0.145,0.893,126.03,"audio_features","79gkHjNTSyGPXEyGkNQ8zH","spotify:track:79gkHjNTSyGPXEyGkNQ8zH","https://api.spotify.com/v1/tracks/79gkHjNTSyGPXEyGkNQ8zH","https://api.spotify.com/v1/audio-analysis/79gkHjNTSyGPXEyGkNQ8zH",200347,4,"Cuando Me Enamoro"
"147",0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,"audio_features","32lm3769IRfcnrQV11LO4E","spotify:track:32lm3769IRfcnrQV11LO4E","https://api.spotify.com/v1/tracks/32lm3769IRfcnrQV11LO4E","https://api.spotify.com/v1/audio-analysis/32lm3769IRfcnrQV11LO4E",243413,4,"Bailando - Spanish Version"
"148",0.795,0.751,8,-3.661,1,0.0675,0.337,0,0.0983,0.537,113.033,"audio_features","2ECIwi1a7mfokdDkkJ08Ne","spotify:track:2ECIwi1a7mfokdDkkJ08Ne","https://api.spotify.com/v1/tracks/2ECIwi1a7mfokdDkkJ08Ne","https://api.spotify.com/v1/audio-analysis/2ECIwi1a7mfokdDkkJ08Ne",346460,4,"Loca - Remix"
"149",0.856,0.618,7,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993,"audio_features","2XIc1pqjXV3Cr2BQUGNBck","spotify:track:2XIc1pqjXV3Cr2BQUGNBck","https://api.spotify.com/v1/tracks/2XIc1pqjXV3Cr2BQUGNBck","https://api.spotify.com/v1/audio-analysis/2XIc1pqjXV3Cr2BQUGNBck",203201,4,"LA NOCHE DE ANOCHE"
