danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
0.692,0.45,0,-9.614,1,0.0348,0.701,0,0.11,0.661,113.24,audio_features,3YfX75Ub9t5Wf2pxGXjsPl,spotify:track:3YfX75Ub9t5Wf2pxGXjsPl,https://api.spotify.com/v1/tracks/3YfX75Ub9t5Wf2pxGXjsPl,https://api.spotify.com/v1/audio-analysis/3YfX75Ub9t5Wf2pxGXjsPl,162933,4,Don't Cry On My Shoulder
0.626,0.498,0,-9.747,1,0.0415,0.771,0,0.175,0.891,104.034,audio_features,3GlltSDOZctL4cXqXlqqBf,spotify:track:3GlltSDOZctL4cXqXlqqBf,https://api.spotify.com/v1/tracks/3GlltSDOZctL4cXqXlqqBf,https://api.spotify.com/v1/audio-analysis/3GlltSDOZctL4cXqXlqqBf,183800,4,Somebody Have Mercy
0.652,0.379,10,-9.212,1,0.102,0.587,0,0.0829,0.814,112.751,audio_features,1q24uu5YZTbwh9hNU8xs6q,spotify:track:1q24uu5YZTbwh9hNU8xs6q,https://api.spotify.com/v1/tracks/1q24uu5YZTbwh9hNU8xs6q,https://api.spotify.com/v1/audio-analysis/1q24uu5YZTbwh9hNU8xs6q,133307,4,Talkin' Trash
0.549,0.553,7,-7.482,0,0.048,0.848,0,0.15,0.72,123.371,audio_features,1VbD7IkGVqi8VOksRBwrC0,spotify:track:1VbD7IkGVqi8VOksRBwrC0,https://api.spotify.com/v1/tracks/1VbD7IkGVqi8VOksRBwrC0,https://api.spotify.com/v1/audio-analysis/1VbD7IkGVqi8VOksRBwrC0,154267,4,Having a Party
0.523,0.402,0,-8.233,1,0.0305,0.778,0,0.432,0.675,70.863,audio_features,0WVTQp3SOCuMr08jh1jweV,spotify:track:0WVTQp3SOCuMr08jh1jweV,https://api.spotify.com/v1/tracks/0WVTQp3SOCuMr08jh1jweV,https://api.spotify.com/v1/audio-analysis/0WVTQp3SOCuMr08jh1jweV,162533,4,Bring It On Home to Me
0.773,0.494,2,-8.979,0,0.0639,0.84,0,0.343,0.846,127.095,audio_features,1IbJRHY52sNt5jj0TWNO1S,spotify:track:1IbJRHY52sNt5jj0TWNO1S,https://api.spotify.com/v1/tracks/1IbJRHY52sNt5jj0TWNO1S,https://api.spotify.com/v1/audio-analysis/1IbJRHY52sNt5jj0TWNO1S,147893,4,"Baby, Baby, Baby"
0.395,0.316,9,-11.999,1,0.0382,0.87,0,0.62,0.518,128.16,audio_features,2t9idoT958AUKCeswEygmf,spotify:track:2t9idoT958AUKCeswEygmf,https://api.spotify.com/v1/tracks/2t9idoT958AUKCeswEygmf,https://api.spotify.com/v1/audio-analysis/2t9idoT958AUKCeswEygmf,165693,3,Send Me Some Lovin'
0.449,0.25,5,-12.666,1,0.0345,0.867,0,0.206,0.32,100.498,audio_features,0uUttxn4NJml95hHPVljUk,spotify:track:0uUttxn4NJml95hHPVljUk,https://api.spotify.com/v1/tracks/0uUttxn4NJml95hHPVljUk,https://api.spotify.com/v1/audio-analysis/0uUttxn4NJml95hHPVljUk,166400,3,Cry Me A River
0.609,0.498,5,-7.17,1,0.0522,0.705,0,0.331,0.918,114.838,audio_features,1QFrpZqohf070X0OHmjtt0,spotify:track:1QFrpZqohf070X0OHmjtt0,https://api.spotify.com/v1/tracks/1QFrpZqohf070X0OHmjtt0,https://api.spotify.com/v1/audio-analysis/1QFrpZqohf070X0OHmjtt0,163693,4,Frankie And Johnnie
0.814,0.581,9,-8.408,1,0.103,0.689,0,0.151,0.966,124.247,audio_features,0m6s8N5TBq18deMGxNhDX8,spotify:track:0m6s8N5TBq18deMGxNhDX8,https://api.spotify.com/v1/tracks/0m6s8N5TBq18deMGxNhDX8,https://api.spotify.com/v1/audio-analysis/0m6s8N5TBq18deMGxNhDX8,163667,4,Another Saturday Night - Alternate Take
0.52,0.262,7,-11.048,1,0.0314,0.832,0,0.251,0.53,108.641,audio_features,3puCESLj6BrsqYkAAKtBLG,spotify:track:3puCESLj6BrsqYkAAKtBLG,https://api.spotify.com/v1/tracks/3puCESLj6BrsqYkAAKtBLG,https://api.spotify.com/v1/audio-analysis/3puCESLj6BrsqYkAAKtBLG,135600,3,Love Will Find A Way
0.608,0.33,7,-9.588,1,0.0381,0.722,0,0.105,0.538,125.957,audio_features,34RudWCpwmLDa9Giz8IbiV,spotify:track:34RudWCpwmLDa9Giz8IbiV,https://api.spotify.com/v1/tracks/34RudWCpwmLDa9Giz8IbiV,https://api.spotify.com/v1/audio-analysis/34RudWCpwmLDa9Giz8IbiV,203293,4,Nobody Knows the Trouble I've Seen
0.608,0.323,7,-9.44,1,0.0377,0.778,0,0.177,0.465,73.196,audio_features,0iGzEg28eAWtUB8AEAGnY4,spotify:track:0iGzEg28eAWtUB8AEAGnY4,https://api.spotify.com/v1/tracks/0iGzEg28eAWtUB8AEAGnY4,https://api.spotify.com/v1/audio-analysis/0iGzEg28eAWtUB8AEAGnY4,226027,4,Mean Old World
0.697,0.409,7,-7.991,1,0.0337,0.519,0,0.261,0.685,94.16,audio_features,1jmpGTiPfGwXonuwEMBKst,spotify:track:1jmpGTiPfGwXonuwEMBKst,https://api.spotify.com/v1/tracks/1jmpGTiPfGwXonuwEMBKst,https://api.spotify.com/v1/audio-analysis/1jmpGTiPfGwXonuwEMBKst,132627,4,Please Don't Drive Me Away
0.35,0.264,4,-13.681,0,0.0449,0.67,0,0.122,0.281,146.818,audio_features,060C2ET0mxTNgr3okrImXr,spotify:track:060C2ET0mxTNgr3okrImXr,https://api.spotify.com/v1/tracks/060C2ET0mxTNgr3okrImXr,https://api.spotify.com/v1/audio-analysis/060C2ET0mxTNgr3okrImXr,201467,3,Trouble Blues
0.538,0.495,7,-10.023,1,0.0446,0.618,0,0.135,0.858,137.246,audio_features,40uHgwWUJGiT1YgsysteHc,spotify:track:40uHgwWUJGiT1YgsysteHc,https://api.spotify.com/v1/tracks/40uHgwWUJGiT1YgsysteHc,https://api.spotify.com/v1/audio-analysis/40uHgwWUJGiT1YgsysteHc,157840,3,You Gotta Move
0.534,0.322,0,-11.823,1,0.0382,0.744,0,0.313,0.443,83.436,audio_features,0mbsZwuMp0UbitCCrSxtS2,spotify:track:0mbsZwuMp0UbitCCrSxtS2,https://api.spotify.com/v1/tracks/0mbsZwuMp0UbitCCrSxtS2,https://api.spotify.com/v1/audio-analysis/0mbsZwuMp0UbitCCrSxtS2,153093,3,Fool's Paradise
0.473,0.476,11,-12.679,1,0.0767,0.678,0,0.599,0.721,104.627,audio_features,0CcDPrNaRtobqT5wbFWOUY,spotify:track:0CcDPrNaRtobqT5wbFWOUY,https://api.spotify.com/v1/tracks/0CcDPrNaRtobqT5wbFWOUY,https://api.spotify.com/v1/audio-analysis/0CcDPrNaRtobqT5wbFWOUY,226773,4,Intro/(Don't Fight It)Feel It
0.547,0.381,7,-14.245,1,0.0386,0.754,0,0.747,0.796,133.576,audio_features,3d8Ggf9Iwdx0KRPfJdIUbU,spotify:track:3d8Ggf9Iwdx0KRPfJdIUbU,https://api.spotify.com/v1/tracks/3d8Ggf9Iwdx0KRPfJdIUbU,https://api.spotify.com/v1/audio-analysis/3d8Ggf9Iwdx0KRPfJdIUbU,165893,4,Cupid
0.38,0.704,10,-10.704,1,0.0598,0.552,0,0.518,0.815,165.382,audio_features,1x0JRMxFCrg5DxUyaynAeE,spotify:track:1x0JRMxFCrg5DxUyaynAeE,https://api.spotify.com/v1/tracks/1x0JRMxFCrg5DxUyaynAeE,https://api.spotify.com/v1/audio-analysis/1x0JRMxFCrg5DxUyaynAeE,257640,4,Twistin' The Night Away
0.547,0.669,11,-11.359,1,0.0419,0.669,0,0.833,0.617,67.511,audio_features,1zhXl2LTEGVuZ0gh6TKtXY,spotify:track:1zhXl2LTEGVuZ0gh6TKtXY,https://api.spotify.com/v1/tracks/1zhXl2LTEGVuZ0gh6TKtXY,https://api.spotify.com/v1/audio-analysis/1zhXl2LTEGVuZ0gh6TKtXY,325867,4,Having A Party
0.577,0.254,4,-10.13,0,0.0302,0.915,0,0.136,0.472,96.77,audio_features,5aivQ5CkXXHJoMLy0o92HL,spotify:track:5aivQ5CkXXHJoMLy0o92HL,https://api.spotify.com/v1/tracks/5aivQ5CkXXHJoMLy0o92HL,https://api.spotify.com/v1/audio-analysis/5aivQ5CkXXHJoMLy0o92HL,162467,4,You Send Me
0.657,0.275,6,-13.222,0,0.0327,0.731,1.7e-5,0.124,0.465,119.964,audio_features,5VWIog5jBTE7GxQEZdW0FQ,spotify:track:5VWIog5jBTE7GxQEZdW0FQ,https://api.spotify.com/v1/tracks/5VWIog5jBTE7GxQEZdW0FQ,https://api.spotify.com/v1/audio-analysis/5VWIog5jBTE7GxQEZdW0FQ,141067,3,Summertime (Pt. 1)
0.571,0.501,0,-11.759,0,0.0384,0.441,0,0.321,0.89,108.125,audio_features,6m3guRZEAW7jwZBeTGEspL,spotify:track:6m3guRZEAW7jwZBeTGEspL,https://api.spotify.com/v1/tracks/6m3guRZEAW7jwZBeTGEspL,https://api.spotify.com/v1/audio-analysis/6m3guRZEAW7jwZBeTGEspL,149133,4,Lonely Island
0.778,0.699,7,-7.857,1,0.0911,0.559,0,0.474,0.949,126.91,audio_features,6ZqKNPSuBkkk8QYsiD2IVs,spotify:track:6ZqKNPSuBkkk8QYsiD2IVs,https://api.spotify.com/v1/tracks/6ZqKNPSuBkkk8QYsiD2IVs,https://api.spotify.com/v1/audio-analysis/6ZqKNPSuBkkk8QYsiD2IVs,161093,4,Everybody Loves To Cha Cha Cha
0.575,0.465,7,-10.808,1,0.0591,0.529,0,0.337,0.804,120.347,audio_features,6Mq1g6LyX8YS5kqgslcPYU,spotify:track:6Mq1g6LyX8YS5kqgslcPYU,https://api.spotify.com/v1/tracks/6Mq1g6LyX8YS5kqgslcPYU,https://api.spotify.com/v1/audio-analysis/6Mq1g6LyX8YS5kqgslcPYU,139600,4,No One Can Take Your Place
0.578,0.389,0,-10.11,0,0.0659,0.435,0,0.352,0.709,116.569,audio_features,6K6HdY7SuMhVPiOSmcqwxZ,spotify:track:6K6HdY7SuMhVPiOSmcqwxZ,https://api.spotify.com/v1/tracks/6K6HdY7SuMhVPiOSmcqwxZ,https://api.spotify.com/v1/audio-analysis/6K6HdY7SuMhVPiOSmcqwxZ,152133,4,I Got A Right To Sing The Blues
0.502,0.354,0,-9.428,1,0.0361,0.617,0,0.166,0.562,79.11,audio_features,5ekg7CCe1ZAG9RH4zA5mqD,spotify:track:5ekg7CCe1ZAG9RH4zA5mqD,https://api.spotify.com/v1/tracks/5ekg7CCe1ZAG9RH4zA5mqD,https://api.spotify.com/v1/audio-analysis/5ekg7CCe1ZAG9RH4zA5mqD,118933,4,"There, I've Said It Again"
0.314,0.0546,5,-13.129,1,0.0337,0.924,0,0.147,0.172,171.856,audio_features,6aqjfHwkgGx5RsKtdgCQo9,spotify:track:6aqjfHwkgGx5RsKtdgCQo9,https://api.spotify.com/v1/tracks/6aqjfHwkgGx5RsKtdgCQo9,https://api.spotify.com/v1/audio-analysis/6aqjfHwkgGx5RsKtdgCQo9,162533,3,When I Fall In Love
0.477,0.273,8,-12.125,1,0.035,0.721,0,0.219,0.578,86.374,audio_features,53qO57yx0LA4Cotli9WlLl,spotify:track:53qO57yx0LA4Cotli9WlLl,https://api.spotify.com/v1/tracks/53qO57yx0LA4Cotli9WlLl,https://api.spotify.com/v1/audio-analysis/53qO57yx0LA4Cotli9WlLl,151173,4,Let's Go Steady Again
0.578,0.262,5,-11.955,1,0.036,0.918,0,0.187,0.743,97.054,audio_features,5JxO5R70cKswMZQs7UBaht,spotify:track:5JxO5R70cKswMZQs7UBaht,https://api.spotify.com/v1/tracks/5JxO5R70cKswMZQs7UBaht,https://api.spotify.com/v1/audio-analysis/5JxO5R70cKswMZQs7UBaht,151693,4,Sad Mood - Alternate Version
0.479,0.418,5,-7.791,1,0.029,0.828,0,0.256,0.664,130.895,audio_features,415U1OfjxtdvqxUgF3pVpY,spotify:track:415U1OfjxtdvqxUgF3pVpY,https://api.spotify.com/v1/tracks/415U1OfjxtdvqxUgF3pVpY,https://api.spotify.com/v1/audio-analysis/415U1OfjxtdvqxUgF3pVpY,164360,4,You Belong o Me
0.507,0.41,7,-8.952,1,0.0354,0.777,0,0.255,0.653,99.56,audio_features,5FY281KIr9fkZJvmXUmy5x,spotify:track:5FY281KIr9fkZJvmXUmy5x,https://api.spotify.com/v1/tracks/5FY281KIr9fkZJvmXUmy5x,https://api.spotify.com/v1/audio-analysis/5FY281KIr9fkZJvmXUmy5x,157267,4,Sad Mood
0.721,0.43,10,-8.197,1,0.214,0.789,0,0.0991,0.82,119.85,audio_features,6HNVqFyHSDqNmyCXlmamp8,spotify:track:6HNVqFyHSDqNmyCXlmamp8,https://api.spotify.com/v1/tracks/6HNVqFyHSDqNmyCXlmamp8,https://api.spotify.com/v1/audio-analysis/6HNVqFyHSDqNmyCXlmamp8,156840,4,That's It - I Quit - I'm Movin' On
0.469,0.393,7,-9.968,1,0.0348,0.843,0,0.168,0.601,120.066,audio_features,6VuO6xcpSeeLfqBo4ePbkw,spotify:track:6VuO6xcpSeeLfqBo4ePbkw,https://api.spotify.com/v1/tracks/6VuO6xcpSeeLfqBo4ePbkw,https://api.spotify.com/v1/audio-analysis/6VuO6xcpSeeLfqBo4ePbkw,154867,4,Cupid
0.431,0.271,7,-11.958,1,0.0318,0.918,0,0.0985,0.366,111.032,audio_features,4tSlVuQQDlg0xQm6lD4six,spotify:track:4tSlVuQQDlg0xQm6lD4six,https://api.spotify.com/v1/tracks/4tSlVuQQDlg0xQm6lD4six,https://api.spotify.com/v1/audio-analysis/4tSlVuQQDlg0xQm6lD4six,144440,3,Tenderness - Alternate Version
0.384,0.387,8,-10.855,1,0.0632,0.662,0,0.359,0.631,86.958,audio_features,5kum3F0gJ4OOxj2bMEX0Ze,spotify:track:5kum3F0gJ4OOxj2bMEX0Ze,https://api.spotify.com/v1/tracks/5kum3F0gJ4OOxj2bMEX0Ze,https://api.spotify.com/v1/audio-analysis/5kum3F0gJ4OOxj2bMEX0Ze,204173,4,Nobody Knows You When You're Down And Out
0.504,0.328,7,-10.838,1,0.0468,0.792,0,0.0624,0.56,87.153,audio_features,7pBBgidy45vk5xvnZ0d3OE,spotify:track:7pBBgidy45vk5xvnZ0d3OE,https://api.spotify.com/v1/tracks/7pBBgidy45vk5xvnZ0d3OE,https://api.spotify.com/v1/audio-analysis/7pBBgidy45vk5xvnZ0d3OE,178573,4,Trouble In Mind
0.469,0.378,7,-9.398,1,0.0293,0.73,0,0.238,0.574,110.949,audio_features,5updEYXWMrhWU8bSf2yPT4,spotify:track:5updEYXWMrhWU8bSf2yPT4,https://api.spotify.com/v1/tracks/5updEYXWMrhWU8bSf2yPT4,https://api.spotify.com/v1/audio-analysis/5updEYXWMrhWU8bSf2yPT4,143800,3,Out In The Cold Again
0.538,0.536,5,-8.774,1,0.0605,0.489,0,0.282,0.868,98.107,audio_features,4UibbiPQhKznzXBFsOzzko,spotify:track:4UibbiPQhKznzXBFsOzzko,https://api.spotify.com/v1/tracks/4UibbiPQhKznzXBFsOzzko,https://api.spotify.com/v1/audio-analysis/4UibbiPQhKznzXBFsOzzko,127427,4,Exactly Like You
0.38,0.551,7,-7.446,1,0.0482,0.643,0,0.0609,0.649,88.861,audio_features,4Wfbhx8a4pB7PQNcEtKejg,spotify:track:4Wfbhx8a4pB7PQNcEtKejg,https://api.spotify.com/v1/tracks/4Wfbhx8a4pB7PQNcEtKejg,https://api.spotify.com/v1/audio-analysis/4Wfbhx8a4pB7PQNcEtKejg,182400,4,Since I Met You Baby
0.422,0.317,2,-11.27,1,0.0419,0.818,0,0.061,0.642,129.78,audio_features,6K8zZB7vMHf7CBygo6nGd9,spotify:track:6K8zZB7vMHf7CBygo6nGd9,https://api.spotify.com/v1/tracks/6K8zZB7vMHf7CBygo6nGd9,https://api.spotify.com/v1/audio-analysis/6K8zZB7vMHf7CBygo6nGd9,152067,4,But Not For Me
0.524,0.668,0,-7.816,1,0.187,0.678,0,0.216,0.847,166.951,audio_features,4H0HAL1RsYdb7JQX3nONur,spotify:track:4H0HAL1RsYdb7JQX3nONur,https://api.spotify.com/v1/tracks/4H0HAL1RsYdb7JQX3nONur,https://api.spotify.com/v1/audio-analysis/4H0HAL1RsYdb7JQX3nONur,119707,4,(Don't Fight It) Feel It
0.413,0.501,7,-7.431,1,0.0466,0.755,0,0.502,0.611,93.466,audio_features,6XjWdiVy8WZAkwRZfS6jEF,spotify:track:6XjWdiVy8WZAkwRZfS6jEF,https://api.spotify.com/v1/tracks/6XjWdiVy8WZAkwRZfS6jEF,https://api.spotify.com/v1/audio-analysis/6XjWdiVy8WZAkwRZfS6jEF,164600,4,It's All Right
0.581,0.696,9,-8.75,1,0.108,0.673,0,0.322,0.932,160.891,audio_features,6ys9oyFvw7FXbs5UMZ7I7s,spotify:track:6ys9oyFvw7FXbs5UMZ7I7s,https://api.spotify.com/v1/tracks/6ys9oyFvw7FXbs5UMZ7I7s,https://api.spotify.com/v1/audio-analysis/6ys9oyFvw7FXbs5UMZ7I7s,159893,4,Twistin' the Night Away
0.603,0.68,7,-7.565,1,0.0481,0.661,0,0.31,0.837,124.942,audio_features,6M9M8af0CQu379X4g7QJ4Y,spotify:track:6M9M8af0CQu379X4g7QJ4Y,https://api.spotify.com/v1/tracks/6M9M8af0CQu379X4g7QJ4Y,https://api.spotify.com/v1/audio-analysis/6M9M8af0CQu379X4g7QJ4Y,165667,4,Somebody's Gonna Miss Me
0.712,0.581,0,-7.857,1,0.0418,0.36,0,0.117,0.971,137.723,audio_features,61h9f3om0sv94iSxEnMfB2,spotify:track:61h9f3om0sv94iSxEnMfB2,https://api.spotify.com/v1/tracks/61h9f3om0sv94iSxEnMfB2,https://api.spotify.com/v1/audio-analysis/61h9f3om0sv94iSxEnMfB2,135760,4,Sugar Dumpling (Original Version)
0.645,0.374,10,-11.497,1,0.0332,0.784,0,0.106,0.828,81.18,audio_features,5DqQGbeyJBgKfbehxwCjvf,spotify:track:5DqQGbeyJBgKfbehxwCjvf,https://api.spotify.com/v1/tracks/5DqQGbeyJBgKfbehxwCjvf,https://api.spotify.com/v1/audio-analysis/5DqQGbeyJBgKfbehxwCjvf,134200,4,Nothin' Can Change This Love - Alternate Version
0.747,0.481,10,-10.322,1,0.0638,0.542,0,0.0364,0.749,118.606,audio_features,4jaLgfNiPUQKpMfdTUG00J,spotify:track:4jaLgfNiPUQKpMfdTUG00J,https://api.spotify.com/v1/tracks/4jaLgfNiPUQKpMfdTUG00J,https://api.spotify.com/v1/audio-analysis/4jaLgfNiPUQKpMfdTUG00J,173773,4,Movin' and Groovin'
0.362,0.473,0,-9.813,0,0.112,0.729,0,0.252,0.742,91.152,audio_features,6dr8sYNBqC7OZGwqd0THn4,spotify:track:6dr8sYNBqC7OZGwqd0THn4,https://api.spotify.com/v1/tracks/6dr8sYNBqC7OZGwqd0THn4,https://api.spotify.com/v1/audio-analysis/6dr8sYNBqC7OZGwqd0THn4,137107,3,Soothe Me
0.638,0.597,10,-7.867,1,0.0429,0.796,0,0.122,0.869,136.018,audio_features,5pDTvh7JGPq3OmVNn8r085,spotify:track:5pDTvh7JGPq3OmVNn8r085,https://api.spotify.com/v1/tracks/5pDTvh7JGPq3OmVNn8r085,https://api.spotify.com/v1/audio-analysis/5pDTvh7JGPq3OmVNn8r085,151107,4,A Whole Lotta Woman
0.767,0.525,2,-6.328,0,0.0492,0.866,0,0.166,0.836,121.258,audio_features,5H7G7PhAFrO0zCbEEmjFsF,spotify:track:5H7G7PhAFrO0zCbEEmjFsF,https://api.spotify.com/v1/tracks/5H7G7PhAFrO0zCbEEmjFsF,https://api.spotify.com/v1/audio-analysis/5H7G7PhAFrO0zCbEEmjFsF,147933,4,I'm Gonna Forget About You
0.469,0.291,9,-8.661,1,0.0313,0.851,0,0.178,0.525,65.237,audio_features,4jR1SPr7FRrCq9qq98atmm,spotify:track:4jR1SPr7FRrCq9qq98atmm,https://api.spotify.com/v1/tracks/4jR1SPr7FRrCq9qq98atmm,https://api.spotify.com/v1/audio-analysis/4jR1SPr7FRrCq9qq98atmm,157093,3,Nothin' Can Change This Love
0.354,0.22,7,-13.349,1,0.0332,0.886,0,0.146,0.28,99.942,audio_features,58avBIQbyJAlZUwrS1Cy9Y,spotify:track:58avBIQbyJAlZUwrS1Cy9Y,https://api.spotify.com/v1/tracks/58avBIQbyJAlZUwrS1Cy9Y,https://api.spotify.com/v1/audio-analysis/58avBIQbyJAlZUwrS1Cy9Y,208293,3,All the Way
0.528,0.203,7,-13.08,1,0.0319,0.907,0,0.249,0.33,97.324,audio_features,5sUpykzrjcADvPKVCQMtrj,spotify:track:5sUpykzrjcADvPKVCQMtrj,https://api.spotify.com/v1/tracks/5sUpykzrjcADvPKVCQMtrj,https://api.spotify.com/v1/audio-analysis/5sUpykzrjcADvPKVCQMtrj,204227,3,Smoke Rings
0.313,0.242,9,-14.668,1,0.0318,0.94,0,0.278,0.353,97.311,audio_features,6QBYUgJ22IjSh5lYp4meqs,spotify:track:6QBYUgJ22IjSh5lYp4meqs,https://api.spotify.com/v1/tracks/6QBYUgJ22IjSh5lYp4meqs,https://api.spotify.com/v1/audio-analysis/6QBYUgJ22IjSh5lYp4meqs,142533,1,I Wish You Love
0.549,0.356,5,-11.734,1,0.0327,0.7,0,0.369,0.555,106.807,audio_features,5UxTUmQeNweEJEbpWXhJv0,spotify:track:5UxTUmQeNweEJEbpWXhJv0,https://api.spotify.com/v1/tracks/5UxTUmQeNweEJEbpWXhJv0,https://api.spotify.com/v1/audio-analysis/5UxTUmQeNweEJEbpWXhJv0,196173,1,Driftin' Blues
0.447,0.281,0,-13.357,0,0.0316,0.755,0,0.28,0.474,86.908,audio_features,5VKeYCYywE0Zeczyp2gIC6,spotify:track:5VKeYCYywE0Zeczyp2gIC6,https://api.spotify.com/v1/tracks/5VKeYCYywE0Zeczyp2gIC6,https://api.spotify.com/v1/audio-analysis/5VKeYCYywE0Zeczyp2gIC6,154533,4,Little Girl
0.413,0.293,11,-11.28,0,0.0351,0.778,0,0.254,0.457,73.33,audio_features,4GkkqDsN79xKPDkhaTZcRU,spotify:track:4GkkqDsN79xKPDkhaTZcRU,https://api.spotify.com/v1/tracks/4GkkqDsN79xKPDkhaTZcRU,https://api.spotify.com/v1/audio-analysis/4GkkqDsN79xKPDkhaTZcRU,239240,4,These Foolish Things
0.572,0.692,3,-8.984,1,0.199,0.79,0,0.343,0.69,79.92,audio_features,4zFRo1YrRFBcarLAkJFE8j,spotify:track:4zFRo1YrRFBcarLAkJFE8j,https://api.spotify.com/v1/tracks/4zFRo1YrRFBcarLAkJFE8j,https://api.spotify.com/v1/audio-analysis/4zFRo1YrRFBcarLAkJFE8j,143000,4,I Ain't Gonna Cheat On You No More
0.424,0.447,8,-8.554,1,0.0349,0.542,0,0.32,0.517,83.847,audio_features,4qbMcVqSWqYzSNXL4z9Go4,spotify:track:4qbMcVqSWqYzSNXL4z9Go4,https://api.spotify.com/v1/tracks/4qbMcVqSWqYzSNXL4z9Go4,https://api.spotify.com/v1/audio-analysis/4qbMcVqSWqYzSNXL4z9Go4,152240,3,Cool Train (First Stereo Release)
0.371,0.0628,0,-13.924,1,0.052,0.873,0,0.1,0.198,175.848,audio_features,5jyiRJt2cFmMNntoHy8558,spotify:track:5jyiRJt2cFmMNntoHy8558,https://api.spotify.com/v1/tracks/5jyiRJt2cFmMNntoHy8558,https://api.spotify.com/v1/audio-analysis/5jyiRJt2cFmMNntoHy8558,131333,3,Lost and Lookin'
0.401,0.143,9,-13.725,1,0.0324,0.896,1.7e-5,0.104,0.264,155.207,audio_features,58mGCDy33V1l8bBbETsclH,spotify:track:58mGCDy33V1l8bBbETsclH,https://api.spotify.com/v1/tracks/58mGCDy33V1l8bBbETsclH,https://api.spotify.com/v1/audio-analysis/58mGCDy33V1l8bBbETsclH,203400,3,I Lost Everything
0.412,0.272,5,-14.525,1,0.041,0.832,7.67e-6,0.211,0.218,143.158,audio_features,6yyr8x5KiIQBntrPsxrdjH,spotify:track:6yyr8x5KiIQBntrPsxrdjH,https://api.spotify.com/v1/tracks/6yyr8x5KiIQBntrPsxrdjH,https://api.spotify.com/v1/audio-analysis/6yyr8x5KiIQBntrPsxrdjH,245000,3,Get Yourself Another Fool
0.637,0.535,9,-10.079,1,0.0734,0.495,0,0.509,0.806,92.715,audio_features,5SlnifhSwzhn2S40O45Tl9,spotify:track:5SlnifhSwzhn2S40O45Tl9,https://api.spotify.com/v1/tracks/5SlnifhSwzhn2S40O45Tl9,https://api.spotify.com/v1/audio-analysis/5SlnifhSwzhn2S40O45Tl9,170827,4,Little Red Rooster
0.472,0.227,8,-13.444,1,0.0466,0.727,1.28e-6,0.0954,0.52,178.053,audio_features,6RbY6ksb1ThDGloP2ybvEy,spotify:track:6RbY6ksb1ThDGloP2ybvEy,https://api.spotify.com/v1/tracks/6RbY6ksb1ThDGloP2ybvEy,https://api.spotify.com/v1/audio-analysis/6RbY6ksb1ThDGloP2ybvEy,216000,3,Laughin' and Clownin'
