danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
0.749,0.659,4,-7.617,0,0.0278,0.139,4.47e-4,0.0716,0.93,91.199,audio_features,0PbOwOT7vjiO0NiI8D31XH,spotify:track:0PbOwOT7vjiO0NiI8D31XH,https://api.spotify.com/v1/tracks/0PbOwOT7vjiO0NiI8D31XH,https://api.spotify.com/v1/audio-analysis/0PbOwOT7vjiO0NiI8D31XH,183440,4,Heart of Gold
0.769,0.71,9,-5.223,0,0.0745,0.0884,0.0561,0.0678,0.64,88.788,audio_features,4ml0940tmn92PzmkSb2lwU,spotify:track:4ml0940tmn92PzmkSb2lwU,https://api.spotify.com/v1/tracks/4ml0940tmn92PzmkSb2lwU,https://api.spotify.com/v1/audio-analysis/4ml0940tmn92PzmkSb2lwU,191553,4,Stay Away
0.559,0.905,2,-6.098,0,0.0452,2.33e-5,0.482,0.183,0.287,117.505,audio_features,4oLMIzNiekdMl4eSJElkT9,spotify:track:4oLMIzNiekdMl4eSJElkT9,https://api.spotify.com/v1/tracks/4oLMIzNiekdMl4eSJElkT9,https://api.spotify.com/v1/audio-analysis/4oLMIzNiekdMl4eSJElkT9,224213,4,The Red White and Blues
0.425,0.915,2,-5.807,0,0.0831,4.75e-4,0.00539,0.119,0.525,178.11,audio_features,2HvFUvDshpsv4955ivC6ag,spotify:track:2HvFUvDshpsv4955ivC6ag,https://api.spotify.com/v1/tracks/2HvFUvDshpsv4955ivC6ag,https://api.spotify.com/v1/audio-analysis/2HvFUvDshpsv4955ivC6ag,181453,3,The Bite and Sting
0.338,0.731,3,-7.147,1,0.0438,0.00141,0.121,0.146,0.254,135.379,audio_features,2qiZBgz8rNfulk84oP2mXQ,spotify:track:2qiZBgz8rNfulk84oP2mXQ,https://api.spotify.com/v1/tracks/2qiZBgz8rNfulk84oP2mXQ,https://api.spotify.com/v1/audio-analysis/2qiZBgz8rNfulk84oP2mXQ,169973,4,A Wound and a Scar
0.344,0.942,2,-6.304,1,0.0762,5.05e-5,0.586,0.088,0.152,178.126,audio_features,3p80x3l6t4RV02iH9PzuTg,spotify:track:3p80x3l6t4RV02iH9PzuTg,https://api.spotify.com/v1/tracks/3p80x3l6t4RV02iH9PzuTg,https://api.spotify.com/v1/audio-analysis/3p80x3l6t4RV02iH9PzuTg,171440,4,Home Ain't Never Home
0.216,0.979,9,-5.408,0,0.0717,1.81e-6,0.812,0.231,0.0463,107.448,audio_features,7dDzCdC7MLoiwofSnBdbXJ,spotify:track:7dDzCdC7MLoiwofSnBdbXJ,https://api.spotify.com/v1/tracks/7dDzCdC7MLoiwofSnBdbXJ,https://api.spotify.com/v1/audio-analysis/7dDzCdC7MLoiwofSnBdbXJ,142960,4,Singin' New York Town
0.528,0.901,2,-7.131,0,0.0435,2.85e-4,0.852,0.134,0.536,120.116,audio_features,2Of02XVcHLnC1Z7fsvbXe9,spotify:track:2Of02XVcHLnC1Z7fsvbXe9,https://api.spotify.com/v1/tracks/2Of02XVcHLnC1Z7fsvbXe9,https://api.spotify.com/v1/audio-analysis/2Of02XVcHLnC1Z7fsvbXe9,262387,4,Beggin' in the Slums
0.424,0.748,8,-8.373,1,0.0589,0.00392,0.617,0.414,0.17,135.004,audio_features,32zWIr61exgPdMHbNI7aot,spotify:track:32zWIr61exgPdMHbNI7aot,https://api.spotify.com/v1/tracks/32zWIr61exgPdMHbNI7aot,https://api.spotify.com/v1/audio-analysis/32zWIr61exgPdMHbNI7aot,178648,4,Contrition
0.577,0.988,8,-3.807,1,0.188,0.00361,0,0.271,0.158,92.503,audio_features,0LkU6Jis0Cy8j32QVlGUAK,spotify:track:0LkU6Jis0Cy8j32QVlGUAK,https://api.spotify.com/v1/tracks/0LkU6Jis0Cy8j32QVlGUAK,https://api.spotify.com/v1/audio-analysis/0LkU6Jis0Cy8j32QVlGUAK,151340,4,Unanswered
0.334,0.991,2,-4.078,1,0.0838,0.00126,0,0.821,0.124,104.325,audio_features,63tgz2E6do9cQV3TT7btCI,spotify:track:63tgz2E6do9cQV3TT7btCI,https://api.spotify.com/v1/tracks/63tgz2E6do9cQV3TT7btCI,https://api.spotify.com/v1/audio-analysis/63tgz2E6do9cQV3TT7btCI,174351,4,December 1943
0.415,0.984,2,-4.255,1,0.115,0.00258,0,0.398,0.189,179.996,audio_features,4fG0O1WKPFdaJLd02pNiW6,spotify:track:4fG0O1WKPFdaJLd02pNiW6,https://api.spotify.com/v1/tracks/4fG0O1WKPFdaJLd02pNiW6,https://api.spotify.com/v1/audio-analysis/4fG0O1WKPFdaJLd02pNiW6,121057,4,Spared In Hell
0.552,0.97,2,-5.056,1,0.0589,5.64e-4,0,0.113,0.181,130.027,audio_features,35WPTCViejf701GNcUCgNz,spotify:track:35WPTCViejf701GNcUCgNz,https://api.spotify.com/v1/tracks/35WPTCViejf701GNcUCgNz,https://api.spotify.com/v1/audio-analysis/35WPTCViejf701GNcUCgNz,209354,4,Divination
0.593,0.967,0,-5.476,0,0.0422,0.00683,0,0.122,0.449,130.016,audio_features,7vgVIQI66uo044H6W379ah,spotify:track:7vgVIQI66uo044H6W379ah,https://api.spotify.com/v1/tracks/7vgVIQI66uo044H6W379ah,https://api.spotify.com/v1/audio-analysis/7vgVIQI66uo044H6W379ah,207776,4,Borrowed & Blue
0.397,0.966,7,-4.653,0,0.144,0.00956,0,0.571,0.103,169.574,audio_features,2rZOHJA1hBXerpoEwj8H6U,spotify:track:2rZOHJA1hBXerpoEwj8H6U,https://api.spotify.com/v1/tracks/2rZOHJA1hBXerpoEwj8H6U,https://api.spotify.com/v1/audio-analysis/2rZOHJA1hBXerpoEwj8H6U,158930,3,Penance
0.593,0.955,10,-5.433,1,0.0857,0.0132,0,0.0712,0.306,145.026,audio_features,6i3u41qQuE2958RlVmAxp0,spotify:track:6i3u41qQuE2958RlVmAxp0,https://api.spotify.com/v1/tracks/6i3u41qQuE2958RlVmAxp0,https://api.spotify.com/v1/audio-analysis/6i3u41qQuE2958RlVmAxp0,188972,4,Remorse
0.612,0.97,1,-4.867,1,0.08,0.00374,0,0.12,0.226,125.019,audio_features,0t89sMKWXBfBx7oPzoaD5z,spotify:track:0t89sMKWXBfBx7oPzoaD5z,https://api.spotify.com/v1/tracks/0t89sMKWXBfBx7oPzoaD5z,https://api.spotify.com/v1/audio-analysis/0t89sMKWXBfBx7oPzoaD5z,137222,4,Pillar Of Salt
0.567,0.695,7,-5.881,1,0.0417,0.00328,0.0012,0.0827,0.235,140.005,audio_features,6B1MwM4hAnXmy3Tt3P6EpK,spotify:track:6B1MwM4hAnXmy3Tt3P6EpK,https://api.spotify.com/v1/tracks/6B1MwM4hAnXmy3Tt3P6EpK,https://api.spotify.com/v1/audio-analysis/6B1MwM4hAnXmy3Tt3P6EpK,209354,4,Atonement
0.483,0.795,0,-6.571,0,0.0605,0.0176,0.00174,0.485,0.234,159.994,audio_features,0RXSjJ2ACJsLlVh5iHnEqr,spotify:track:0RXSjJ2ACJsLlVh5iHnEqr,https://api.spotify.com/v1/tracks/0RXSjJ2ACJsLlVh5iHnEqr,https://api.spotify.com/v1/audio-analysis/0RXSjJ2ACJsLlVh5iHnEqr,272994,3,Vice & Regret
0.521,0.754,5,-4.788,1,0.0363,5.52e-4,7.34e-6,0.113,0.509,135.085,audio_features,5GxDynr5UekPJZDV7UAcRL,spotify:track:5GxDynr5UekPJZDV7UAcRL,https://api.spotify.com/v1/tracks/5GxDynr5UekPJZDV7UAcRL,https://api.spotify.com/v1/audio-analysis/5GxDynr5UekPJZDV7UAcRL,177778,4,Still & True
0.584,0.144,0,-12.378,1,0.036,0.718,3.02e-5,0.129,0.165,107.941,audio_features,631atFA9zTnYpXMfVwVyMB,spotify:track:631atFA9zTnYpXMfVwVyMB,https://api.spotify.com/v1/tracks/631atFA9zTnYpXMfVwVyMB,https://api.spotify.com/v1/audio-analysis/631atFA9zTnYpXMfVwVyMB,243556,5,Let Me Down
0.637,0.98,11,-4.176,0,0.083,5.77e-4,0,0.297,0.289,105.003,audio_features,4UH3wKQUfE3PH934SRqmCi,spotify:track:4UH3wKQUfE3PH934SRqmCi,https://api.spotify.com/v1/tracks/4UH3wKQUfE3PH934SRqmCi,https://api.spotify.com/v1/audio-analysis/4UH3wKQUfE3PH934SRqmCi,156920,4,Bastards
0.541,0.965,2,-4.465,1,0.106,2.77e-4,0,0.125,0.141,135.051,audio_features,5TwwDAGParTvA2YZLPTbyo,spotify:track:5TwwDAGParTvA2YZLPTbyo,https://api.spotify.com/v1/tracks/5TwwDAGParTvA2YZLPTbyo,https://api.spotify.com/v1/audio-analysis/5TwwDAGParTvA2YZLPTbyo,211507,4,No Shame
0.566,0.992,7,-4.232,0,0.0717,1.24e-4,3.69e-5,0.136,0.104,117.495,audio_features,0BO3HddGeILt6XfKo6Y9MR,spotify:track:0BO3HddGeILt6XfKo6Y9MR,https://api.spotify.com/v1/tracks/0BO3HddGeILt6XfKo6Y9MR,https://api.spotify.com/v1/audio-analysis/0BO3HddGeILt6XfKo6Y9MR,192893,4,Hopeless Again
0.601,0.975,7,-5.101,1,0.0784,1.74e-4,5.46e-5,0.356,0.206,122.503,audio_features,1D5DZ2icOmzw63cLJw5rSL,spotify:track:1D5DZ2icOmzw63cLJw5rSL,https://api.spotify.com/v1/tracks/1D5DZ2icOmzw63cLJw5rSL,https://api.spotify.com/v1/audio-analysis/1D5DZ2icOmzw63cLJw5rSL,207747,4,Blood In My Veins
0.425,0.975,9,-4.415,1,0.121,8.98e-6,0,0.267,0.412,165.002,audio_features,7LQ6tWBusKcIEJmbMVjKVc,spotify:track:7LQ6tWBusKcIEJmbMVjKVc,https://api.spotify.com/v1/tracks/7LQ6tWBusKcIEJmbMVjKVc,https://api.spotify.com/v1/audio-analysis/7LQ6tWBusKcIEJmbMVjKVc,149093,3,No Relief
0.368,0.978,0,-4.292,1,0.0769,3.52e-6,0.0152,0.21,0.348,184.904,audio_features,6SbizytD4ImQP9cBDqFm4r,spotify:track:6SbizytD4ImQP9cBDqFm4r,https://api.spotify.com/v1/tracks/6SbizytD4ImQP9cBDqFm4r,https://api.spotify.com/v1/audio-analysis/6SbizytD4ImQP9cBDqFm4r,150440,4,No Faith
0.5,0.966,8,-5.066,1,0.075,0.00145,6.47e-5,0.14,0.377,134.982,audio_features,1p8gliFUUZKSJUoU3riTaD,spotify:track:1p8gliFUUZKSJUoU3riTaD,https://api.spotify.com/v1/tracks/1p8gliFUUZKSJUoU3riTaD,https://api.spotify.com/v1/audio-analysis/1p8gliFUUZKSJUoU3riTaD,186440,3,Dead Set
0.665,0.685,0,-6.782,1,0.0536,0.00272,7.56e-4,0.0786,0.118,120.05,audio_features,1Llq44poxaZdTdTc30jwro,spotify:track:1Llq44poxaZdTdTc30jwro,https://api.spotify.com/v1/tracks/1Llq44poxaZdTdTc30jwro,https://api.spotify.com/v1/audio-analysis/1Llq44poxaZdTdTc30jwro,236667,4,No Savior
0.485,0.971,7,-5.068,0,0.153,9.8e-4,3.79e-5,0.0477,0.241,170.203,audio_features,0A1IlDMpoqMzBm1IukYjL5,spotify:track:0A1IlDMpoqMzBm1IukYjL5,https://api.spotify.com/v1/tracks/0A1IlDMpoqMzBm1IukYjL5,https://api.spotify.com/v1/audio-analysis/0A1IlDMpoqMzBm1IukYjL5,164747,3,Rabbit Foot
0.38,0.959,7,-4.324,0,0.114,0.00253,0.666,0.0703,0.0547,139.997,audio_features,194cV55WuEMTFzrVTEDn2y,spotify:track:194cV55WuEMTFzrVTEDn2y,https://api.spotify.com/v1/tracks/194cV55WuEMTFzrVTEDn2y,https://api.spotify.com/v1/audio-analysis/194cV55WuEMTFzrVTEDn2y,392893,4,Bled Out
0.23,0.99,2,-4.64,0,0.103,0.00102,0,0.101,0.0575,94.745,audio_features,45c9E6uiHu8DAmE6ms1kRG,spotify:track:45c9E6uiHu8DAmE6ms1kRG,https://api.spotify.com/v1/tracks/45c9E6uiHu8DAmE6ms1kRG,https://api.spotify.com/v1/audio-analysis/45c9E6uiHu8DAmE6ms1kRG,148253,4,Warm Blood Rush
0.503,0.956,2,-4.998,0,0.194,0.0018,0,0.0567,0.11,150.03,audio_features,1A6I0JzfSAGn4cTl4iBacf,spotify:track:1A6I0JzfSAGn4cTl4iBacf,https://api.spotify.com/v1/tracks/1A6I0JzfSAGn4cTl4iBacf,https://api.spotify.com/v1/audio-analysis/1A6I0JzfSAGn4cTl4iBacf,171120,4,Dear Father
0.246,0.976,2,-5.508,0,0.142,0.00112,2.53e-6,0.376,0.052,159.834,audio_features,3UkOiYRXuYf7fkoX9tW08t,spotify:track:3UkOiYRXuYf7fkoX9tW08t,https://api.spotify.com/v1/tracks/3UkOiYRXuYf7fkoX9tW08t,https://api.spotify.com/v1/audio-analysis/3UkOiYRXuYf7fkoX9tW08t,157440,3,No Kind of Home
0.354,0.989,7,-4.482,0,0.0911,0.0335,0,0.34,0.126,179.941,audio_features,0tIowjev8rHMrBfLTRNTaJ,spotify:track:0tIowjev8rHMrBfLTRNTaJ,https://api.spotify.com/v1/tracks/0tIowjev8rHMrBfLTRNTaJ,https://api.spotify.com/v1/audio-analysis/0tIowjev8rHMrBfLTRNTaJ,130373,4,White Knuckles
0.557,0.947,7,-4.969,0,0.0538,0.00847,0,0.128,0.25,122.466,audio_features,081cn08O235T5kWeZlR91A,spotify:track:081cn08O235T5kWeZlR91A,https://api.spotify.com/v1/tracks/081cn08O235T5kWeZlR91A,https://api.spotify.com/v1/audio-analysis/081cn08O235T5kWeZlR91A,234253,4,Quiet The Longing
0.565,0.927,2,-6.249,0,0.184,0.0803,0,0.0609,0.0395,140.177,audio_features,2EHWho1bdwnrecYfNLpV0r,spotify:track:2EHWho1bdwnrecYfNLpV0r,https://api.spotify.com/v1/tracks/2EHWho1bdwnrecYfNLpV0r,https://api.spotify.com/v1/audio-analysis/2EHWho1bdwnrecYfNLpV0r,420000,4,White Oak Doors
0.464,0.295,5,-11.078,1,0.0634,0.528,0,0.149,0.47,141.427,audio_features,39OtZFWIyGrLxE13yMaGeY,spotify:track:39OtZFWIyGrLxE13yMaGeY,https://api.spotify.com/v1/tracks/39OtZFWIyGrLxE13yMaGeY,https://api.spotify.com/v1/audio-analysis/39OtZFWIyGrLxE13yMaGeY,220640,4,But Breathing
0.497,0.561,7,-10.343,0,0.0311,0.403,0.00659,0.0928,0.339,167.077,audio_features,4w5uAeww7Mwm2nn2c6hdWe,spotify:track:4w5uAeww7Mwm2nn2c6hdWe,https://api.spotify.com/v1/tracks/4w5uAeww7Mwm2nn2c6hdWe,https://api.spotify.com/v1/audio-analysis/4w5uAeww7Mwm2nn2c6hdWe,305373,4,Brothers
0.667,0.313,5,-10.324,1,0.0291,0.726,0,0.118,0.337,74.512,audio_features,0hiurDVnqtT7j1y3svPfC6,spotify:track:0hiurDVnqtT7j1y3svPfC6,https://api.spotify.com/v1/tracks/0hiurDVnqtT7j1y3svPfC6,https://api.spotify.com/v1/audio-analysis/0hiurDVnqtT7j1y3svPfC6,178467,4,Headstone
0.589,0.983,5,-5.38,0,0.0633,0.001,0,0.575,0.236,104.049,audio_features,7LevNEF8cbmMyeNtZ13Aqn,spotify:track:7LevNEF8cbmMyeNtZ13Aqn,https://api.spotify.com/v1/tracks/7LevNEF8cbmMyeNtZ13Aqn,https://api.spotify.com/v1/audio-analysis/7LevNEF8cbmMyeNtZ13Aqn,159320,4,"Waves Crash, Clouds Roll"
0.512,0.934,8,-6.087,1,0.0631,0.0618,0,0.119,0.113,180.256,audio_features,5AuzBUUwWZqYYA22gUw6UU,spotify:track:5AuzBUUwWZqYYA22gUw6UU,https://api.spotify.com/v1/tracks/5AuzBUUwWZqYYA22gUw6UU,https://api.spotify.com/v1/audio-analysis/5AuzBUUwWZqYYA22gUw6UU,211507,4,Empty Glass
0.436,0.895,2,-5.73,1,0.0702,0.00176,0,0.11,0.533,175.09,audio_features,6wRKqGuRG2iVoztYvCX0f4,spotify:track:6wRKqGuRG2iVoztYvCX0f4,https://api.spotify.com/v1/tracks/6wRKqGuRG2iVoztYvCX0f4,https://api.spotify.com/v1/audio-analysis/6wRKqGuRG2iVoztYvCX0f4,211707,4,Cemetery Walls
0.366,0.926,9,-5.774,0,0.162,0.0537,0,0.126,0.0789,175.027,audio_features,6DLa7tnfkeSv4aYPZw5X7Y,spotify:track:6DLa7tnfkeSv4aYPZw5X7Y,https://api.spotify.com/v1/tracks/6DLa7tnfkeSv4aYPZw5X7Y,https://api.spotify.com/v1/audio-analysis/6DLa7tnfkeSv4aYPZw5X7Y,196627,3,At Peace
0.782,0.329,10,-10.347,1,0.0368,0.231,5.94e-6,0.107,0.434,91.523,audio_features,6P7DStTNQ30weKZBhVi9n0,spotify:track:6P7DStTNQ30weKZBhVi9n0,https://api.spotify.com/v1/tracks/6P7DStTNQ30weKZBhVi9n0,https://api.spotify.com/v1/audio-analysis/6P7DStTNQ30weKZBhVi9n0,228347,4,I Don't Mind
0.466,0.99,7,-4.357,0,0.0633,1.27e-4,0.0196,0.383,0.153,123.076,audio_features,3TNfn1aYzMFH3GSMSawpmP,spotify:track:3TNfn1aYzMFH3GSMSawpmP,https://api.spotify.com/v1/tracks/3TNfn1aYzMFH3GSMSawpmP,https://api.spotify.com/v1/audio-analysis/3TNfn1aYzMFH3GSMSawpmP,183787,4,Blessed Burden
0.268,0.959,9,-4.599,1,0.0783,0.00139,1.07e-5,0.563,0.184,147.436,audio_features,5PAvyovECaWI9pcgspTjfJ,spotify:track:5PAvyovECaWI9pcgspTjfJ,https://api.spotify.com/v1/tracks/5PAvyovECaWI9pcgspTjfJ,https://api.spotify.com/v1/audio-analysis/5PAvyovECaWI9pcgspTjfJ,161332,4,Everything Went Quiet
0.269,0.974,5,-4.905,1,0.137,0.00106,3.73e-4,0.232,0.11,104.517,audio_features,4DAwC8imRioyli6aWwD6sQ,spotify:track:4DAwC8imRioyli6aWwD6sQ,https://api.spotify.com/v1/tracks/4DAwC8imRioyli6aWwD6sQ,https://api.spotify.com/v1/audio-analysis/4DAwC8imRioyli6aWwD6sQ,185027,4,Nameless Streets
0.298,0.971,3,-4.456,1,0.0561,2.4e-4,0.00369,0.099,0.202,135.981,audio_features,36SE3h4TgdglTnX6keo7vN,spotify:track:36SE3h4TgdglTnX6keo7vN,https://api.spotify.com/v1/tracks/36SE3h4TgdglTnX6keo7vN,https://api.spotify.com/v1/audio-analysis/36SE3h4TgdglTnX6keo7vN,152467,4,Forgiver Forgetter
0.217,0.979,2,-5.06,1,0.0864,7.93e-5,0.0106,0.341,0.154,113.141,audio_features,2wVuSWO6EPFLSo6aJbJg0n,spotify:track:2wVuSWO6EPFLSo6aJbJg0n,https://api.spotify.com/v1/tracks/2wVuSWO6EPFLSo6aJbJg0n,https://api.spotify.com/v1/audio-analysis/2wVuSWO6EPFLSo6aJbJg0n,148507,4,City By Dawn
0.436,0.831,2,-6.122,0,0.0569,0.0704,6.69e-6,0.2,0.634,107.101,audio_features,6nAMK6KCJp5KMFE1BFgxSu,spotify:track:6nAMK6KCJp5KMFE1BFgxSu,https://api.spotify.com/v1/tracks/6nAMK6KCJp5KMFE1BFgxSu,https://api.spotify.com/v1/audio-analysis/6nAMK6KCJp5KMFE1BFgxSu,246493,4,Prophet In Plain Clothes
0.259,0.993,3,-4.557,1,0.0889,5.52e-4,0.0119,0.371,0.149,109.501,audio_features,7mqfYpdf0Foy0uV6unedU5,spotify:track:7mqfYpdf0Foy0uV6unedU5,https://api.spotify.com/v1/tracks/7mqfYpdf0Foy0uV6unedU5,https://api.spotify.com/v1/audio-analysis/7mqfYpdf0Foy0uV6unedU5,144560,4,Carrying Weight
0.437,0.981,9,-4.28,1,0.0678,2.42e-4,4.33e-4,0.255,0.354,137.643,audio_features,4Bv11pVOmoBFPTLfh3RFMW,spotify:track:4Bv11pVOmoBFPTLfh3RFMW,https://api.spotify.com/v1/tracks/4Bv11pVOmoBFPTLfh3RFMW,https://api.spotify.com/v1/audio-analysis/4Bv11pVOmoBFPTLfh3RFMW,130640,4,Moon Shine
0.465,0.995,0,-4.354,1,0.0753,1.8e-4,0.00158,0.355,0.148,134.997,audio_features,10LVpqoLknUY0k3pWat3n0,spotify:track:10LVpqoLknUY0k3pWat3n0,https://api.spotify.com/v1/tracks/10LVpqoLknUY0k3pWat3n0,https://api.spotify.com/v1/audio-analysis/10LVpqoLknUY0k3pWat3n0,57093,4,The Blues
0.265,0.992,2,-4.32,1,0.0809,1.98e-4,0.00104,0.183,0.175,128.357,audio_features,3I1Qinzials4mut5v6VC7A,spotify:track:3I1Qinzials4mut5v6VC7A,https://api.spotify.com/v1/tracks/3I1Qinzials4mut5v6VC7A,https://api.spotify.com/v1/audio-analysis/3I1Qinzials4mut5v6VC7A,145627,4,Debts
0.264,0.892,2,-5.711,1,0.0714,0.00258,0.00414,0.122,0.0637,134.859,audio_features,15b59S4aWa40zbUtGSGy0R,spotify:track:15b59S4aWa40zbUtGSGy0R,https://api.spotify.com/v1/tracks/15b59S4aWa40zbUtGSGy0R,https://api.spotify.com/v1/audio-analysis/15b59S4aWa40zbUtGSGy0R,379040,4,Cowardice
0.299,0.972,9,-3.025,0,0.204,0.00308,0,0.148,0.608,160.198,audio_features,7lSOSy0dLbxSEC4sILOhsW,spotify:track:7lSOSy0dLbxSEC4sILOhsW,https://api.spotify.com/v1/tracks/7lSOSy0dLbxSEC4sILOhsW,https://api.spotify.com/v1/audio-analysis/7lSOSy0dLbxSEC4sILOhsW,191560,4,Boomboxes And Dictionaries
0.432,0.941,7,-3.802,0,0.232,0.00284,0,0.333,0.513,90.194,audio_features,3zNJ4NSsoHJB6lduCyQqm0,spotify:track:3zNJ4NSsoHJB6lduCyQqm0,https://api.spotify.com/v1/tracks/3zNJ4NSsoHJB6lduCyQqm0,https://api.spotify.com/v1/audio-analysis/3zNJ4NSsoHJB6lduCyQqm0,202173,4,I Coul'da Been A Contender
0.329,0.985,7,-2.601,1,0.106,0.00485,4.37e-6,0.354,0.368,90.058,audio_features,5HXbZ8oxAySglI6Av93eDJ,spotify:track:5HXbZ8oxAySglI6Av93eDJ,https://api.spotify.com/v1/tracks/5HXbZ8oxAySglI6Av93eDJ,https://api.spotify.com/v1/audio-analysis/5HXbZ8oxAySglI6Av93eDJ,131027,4,Wooderson
0.259,0.981,7,-2.761,1,0.146,0.00714,1.07e-6,0.137,0.415,169.929,audio_features,2vrIj2M9YOmYyjKqMf93SI,spotify:track:2vrIj2M9YOmYyjKqMf93SI,https://api.spotify.com/v1/tracks/2vrIj2M9YOmYyjKqMf93SI,https://api.spotify.com/v1/audio-analysis/2vrIj2M9YOmYyjKqMf93SI,213973,4,We Came To Dance
0.222,0.995,0,-2.935,0,0.252,0.0123,1.9e-6,0.341,0.146,186.332,audio_features,064pUkkLH7PHrwE16WFGgD,spotify:track:064pUkkLH7PHrwE16WFGgD,https://api.spotify.com/v1/tracks/064pUkkLH7PHrwE16WFGgD,https://api.spotify.com/v1/audio-analysis/064pUkkLH7PHrwE16WFGgD,224867,4,1930
0.59,0.228,8,-15.131,0,0.0322,0.759,0.00502,0.116,0.345,90.268,audio_features,4dRBz1JQWDffB8RqGgdppc,spotify:track:4dRBz1JQWDffB8RqGgdppc,https://api.spotify.com/v1/tracks/4dRBz1JQWDffB8RqGgdppc,https://api.spotify.com/v1/audio-analysis/4dRBz1JQWDffB8RqGgdppc,168733,4,The Navesink Banks
0.408,0.987,6,-2.795,0,0.172,0.011,0,0.135,0.412,91.423,audio_features,32KYxrumJ5himfhDbfZX8m,spotify:track:32KYxrumJ5himfhDbfZX8m,https://api.spotify.com/v1/tracks/32KYxrumJ5himfhDbfZX8m,https://api.spotify.com/v1/audio-analysis/32KYxrumJ5himfhDbfZX8m,171667,4,Red In The Morning
0.404,0.984,10,-3.017,1,0.19,0.00394,1.05e-5,0.0604,0.476,172.015,audio_features,2v7BCqDIsDzc8mpDtoHBEV,spotify:track:2v7BCqDIsDzc8mpDtoHBEV,https://api.spotify.com/v1/tracks/2v7BCqDIsDzc8mpDtoHBEV,https://api.spotify.com/v1/audio-analysis/2v7BCqDIsDzc8mpDtoHBEV,201227,4,"I'da Called You Woody, Joe"
0.372,0.951,7,-3.633,0,0.126,0.00527,4.73e-6,0.328,0.477,122.37,audio_features,15ajHgwqNYTPFlD0ijNqoS,spotify:track:15ajHgwqNYTPFlD0ijNqoS,https://api.spotify.com/v1/tracks/15ajHgwqNYTPFlD0ijNqoS,https://api.spotify.com/v1/audio-analysis/15ajHgwqNYTPFlD0ijNqoS,180507,4,Angry Johnny And The Radio
0.41,0.975,0,-2.313,1,0.0632,0.0167,0,0.876,0.516,95.13,audio_features,4ZAJxje385eymNlurEerOd,spotify:track:4ZAJxje385eymNlurEerOd,https://api.spotify.com/v1/tracks/4ZAJxje385eymNlurEerOd,https://api.spotify.com/v1/audio-analysis/4ZAJxje385eymNlurEerOd,175800,4,Drive
0.421,0.973,7,-3.712,1,0.169,0.0236,1.66e-6,0.316,0.305,125.166,audio_features,6KwAGGHGAEU1xiOQxEwodO,spotify:track:6KwAGGHGAEU1xiOQxEwodO,https://api.spotify.com/v1/tracks/6KwAGGHGAEU1xiOQxEwodO,https://api.spotify.com/v1/audio-analysis/6KwAGGHGAEU1xiOQxEwodO,191867,4,"We're Getting A Divorce, You Keep The Diner"
0.651,0.225,0,-11.983,1,0.0269,0.626,1.55e-5,0.093,0.214,84.92,audio_features,3jYbtEje45gyo9B1eB7mjr,spotify:track:3jYbtEje45gyo9B1eB7mjr,https://api.spotify.com/v1/tracks/3jYbtEje45gyo9B1eB7mjr,https://api.spotify.com/v1/audio-analysis/3jYbtEje45gyo9B1eB7mjr,187293,4,Red At Night
